-40.0	5.0	1.0
-13.0	13.0	1.0
-75.0	75.0	5.0
0.0	0.0	-69.99937
x        y        z        Bx        By        Bz
-15 1 -15 2.9656100415e-06 -0.00048257158623 -1.0675648084e-07
-14 1 -15 3.86163286254e-06 -0.00047931395229 -1.0134966319e-07
-13 1 -15 5.03703962447e-06 -0.00047506906997 -9.524642642e-08
-12 1 -15 6.59568973905e-06 -0.00046952722237 -8.850974168e-08
-11 1 -15 8.69631629866e-06 -0.00046226246052 -8.122867222e-08
-10 1 -15 1.15410265968e-05 -0.00045269555133 -6.902481263e-08
-9 1 -15 1.60032459011e-05 -0.00043917550425 -1.06179436e-09
-8 1 -15 2.07466537957e-05 -0.0003852481215 -5.3190412661e-07
-7 1 -15 2.71741028794e-05 -0.00028976851767 -1.1750573117e-07
-6 1 -15 3.25459879621e-05 -0.00018796750445 4.55355138009e-07
-5 1 -15 3.71573092842e-05 -8.0924875119e-05 -2.5379375052e-07
-4 1 -15 0 0 0
-3 1 -15 0 0 0
-2 1 -15 0 0 0
-1 1 -15 0 0 0
0 1 -15 0 0 0
1 1 -15 0 0 0
2 1 -15 0 0 0
3 1 -15 0 0 0
4 1 -15 0 0 0
5 1 -15 3.71573092842e-05 8.09248751186e-05 2.53793750517e-07
6 1 -15 3.25459879621e-05 0.000187967504449 -4.5535513801e-07
7 1 -15 2.71741028794e-05 0.000289768517671 1.17505731166e-07
8 1 -15 2.07466537957e-05 0.000385248121502 5.31904126608e-07
9 1 -15 1.60032459011e-05 0.000439175504247 1.061794361e-09
10 1 -15 1.15410265968e-05 0.000452695551334 6.9024812628e-08
11 1 -15 8.69631629866e-06 0.000462262460515 8.1228672224e-08
12 1 -15 6.59568973905e-06 0.000469527222367 8.850974168e-08
13 1 -15 5.03703962447e-06 0.000475069069971 9.5246426422e-08
14 1 -15 3.86163286254e-06 0.000479313952289 1.01349663189e-07
15 1 -15 2.9656100415e-06 0.000482571586231 1.06756480844e-07
16 1 -15 2.27585354708e-06 0.000485071069115 1.11448649326e-07
17 1 -15 1.74027632116e-06 0.000486983811519 1.15469390992e-07
18 1 -15 1.32068709408e-06 0.000488439138875 1.18819868249e-07
19 1 -15 9.88237594314e-07 0.000489534751403 1.21555273046e-07
20 1 -15 7.20689906432e-07 0.000490343905645 1.23716946201e-07
21 1 -15 5.00405245524e-07 0.000490920703396 1.2535140935e-07
22 1 -15 3.12899881859e-07 0.000491303742729 1.26513178079e-07
23 1 -15 1.45906447243e-07 0.000491518684803 1.27222719073e-07
24 1 -15 -1.14852671e-08 0.000491579979246 1.27469410256e-07
25 1 -15 -1.6946433807e-07 0.000491491917717 1.27245004314e-07
26 1 -15 -3.3819493989e-07 0.000491248932885 1.26584148104e-07
27 1 -15 -5.2837195346e-07 0.000490835348098 1.25462268524e-07
28 1 -15 -7.5187067045e-07 0.000490224506837 1.23860398841e-07
29 1 -15 -1.0224772029e-06 0.000489377293897 1.21724253552e-07
30 1 -15 -1.3567058304e-06 0.000488239861842 1.19048985635e-07
31 1 -15 -1.7750235532e-06 0.000486740446615 1.15766227434e-07
32 1 -15 -2.3035861386e-06 0.000484785005391 1.11837670277e-07
33 1 -15 -2.9770832221e-06 0.00048225095361 1.07270671932e-07
34 1 -15 -3.8433743564e-06 0.000478977609154 1.01989567025e-07
35 1 -15 -4.9713180794e-06 0.000474751761479 9.6007136485e-08
36 1 -15 -6.4596700544e-06 0.000469284277505 8.8502578483e-08
37 1 -15 -8.4918284867e-06 0.000462182321467 8.2032966435e-08
38 1 -15 -1.1425720553e-05 0.000452570732744 5.012604868e-09
39 1 -15 -1.5385489686e-05 0.000431093560316 1.4893143485e-08
40 1 -15 -2.0367883929e-05 0.000357015222842 1.22983821526e-07
-40 2 -15 -3.6693687946e-05 -0.00036475735977 -2.5014600287e-07
-39 2 -15 -2.7865759493e-05 -0.00043631444132 -6.226950028e-08
-38 2 -15 -2.14382849e-05 -0.00045712655558 -1.3010790183e-07
-37 2 -15 -1.6209108208e-05 -0.00046554538131 -1.5303066327e-07
-36 2 -15 -1.2410984923e-05 -0.00047178665271 -1.7258812362e-07
-35 2 -15 -9.5861102577e-06 -0.00047665105923 -1.8615288572e-07
-34 2 -15 -7.4295070845e-06 -0.00048044569537 -1.9796197278e-07
-33 2 -15 -5.7636925098e-06 -0.00048340082667 -2.0820650799e-07
-32 2 -15 -4.4633713093e-06 -0.00048569488287 -2.1706699287e-07
-31 2 -15 -3.4403153219e-06 -0.00048746689608 -2.2461399573e-07
-30 2 -15 -2.6295719033e-06 -0.00048882567614 -2.3092389002e-07
-29 2 -15 -1.9814860414e-06 -0.00048985588914 -2.3610387718e-07
-28 2 -15 -1.4567798145e-06 -0.00049062266935 -2.4023819172e-07
-27 2 -15 -1.0235281701e-06 -0.00049117511117 -2.4335821709e-07
-26 2 -15 -6.5503473279e-07 -0.00049154895434 -2.4553106616e-07
-25 2 -15 -3.282203579e-07 -0.00049176857133 -2.4682829973e-07
-24 2 -15 -2.234241056e-08 -0.00049184828318 -2.4721953794e-07
-23 2 -15 2.82301898077e-07 -0.00049179331824 -2.4675843937e-07
-22 2 -15 6.0549773155e-07 -0.00049159990237 -2.4545381814e-07
-21 2 -15 9.6830526332e-07 -0.00049125504877 -2.4319137568e-07
-20 2 -15 1.39447836568e-06 -0.0004907357028 -2.3997334921e-07
-19 2 -15 1.9119080115e-06 -0.00049000715006 -2.3576287782e-07
-18 2 -15 2.55466581034e-06 -0.00048902085696 -2.3046494282e-07
-17 2 -15 3.36540988381e-06 -0.00048771124904 -2.2400379847e-07
-16 2 -15 4.39886879185e-06 -0.00048599156009 -2.1621554135e-07
-15 2 -15 5.72720307866e-06 -0.00048374796562 -2.0713230838e-07
-14 2 -15 7.44787166425e-06 -0.00048083195137 -1.9665901778e-07
-13 2 -15 9.69592070348e-06 -0.00047704928088 -1.8475482485e-07
-12 2 -15 1.26638908762e-05 -0.00047214432283 -1.7165557688e-07
-11 2 -15 1.66248485351e-05 -0.00046577809483 -1.5586573885e-07
-10 2 -15 2.18452978385e-05 -0.00045750160706 -1.5008581886e-07
-9 2 -15 2.9283171765e-05 -0.00044543453078 5.3342207447e-08
-8 2 -15 3.82402307777e-05 -0.0003907014022 -5.0774088723e-07
-7 2 -15 4.96262343645e-05 -0.00029898483866 -2.3642612343e-07
-6 2 -15 6.25800852623e-05 -0.00019715157956 -1.182491802e-07
-5 2 -15 7.42822254757e-05 -8.5414833423e-05 -3.3931999775e-07
-4 2 -15 0 0 0
-3 2 -15 0 0 0
-2 2 -15 0 0 0
-1 2 -15 0 0 0
0 2 -15 0 0 0
1 2 -15 0 0 0
2 2 -15 0 0 0
3 2 -15 0 0 0
4 2 -15 0 0 0
5 2 -15 7.42822254757e-05 8.54148334232e-05 3.39319997747e-07
6 2 -15 6.25800852623e-05 0.000197151579562 1.18249180204e-07
7 2 -15 4.96262343645e-05 0.000298984838657 2.36426123434e-07
8 2 -15 3.82402307777e-05 0.000390701402198 5.07740887231e-07
9 2 -15 2.9283171765e-05 0.00044543453078 -5.334220745e-08
10 2 -15 2.18452978385e-05 0.000457501607062 1.50085818855e-07
11 2 -15 1.66248485351e-05 0.000465778094834 1.5586573885e-07
12 2 -15 1.26638908762e-05 0.000472144322832 1.71655576882e-07
13 2 -15 9.69592070348e-06 0.00047704928088 1.84754824854e-07
14 2 -15 7.44787166425e-06 0.000480831951369 1.96659017784e-07
15 2 -15 5.72720307866e-06 0.000483747965618 2.07132308382e-07
16 2 -15 4.39886879185e-06 0.000485991560092 2.1621554135e-07
17 2 -15 3.36540988381e-06 0.000487711249045 2.24003798471e-07
18 2 -15 2.55466581034e-06 0.000489020856964 2.30464942822e-07
19 2 -15 1.9119080115e-06 0.000490007150065 2.35762877824e-07
20 2 -15 1.39447836568e-06 0.0004907357028 2.39973349213e-07
21 2 -15 9.6830526332e-07 0.000491255048771 2.43191375681e-07
22 2 -15 6.0549773155e-07 0.000491599902374 2.45453818136e-07
23 2 -15 2.82301898077e-07 0.000491793318237 2.46758439372e-07
24 2 -15 -2.234241056e-08 0.000491848283176 2.47219537945e-07
25 2 -15 -3.282203579e-07 0.000491768571327 2.46828299726e-07
26 2 -15 -6.5503473279e-07 0.000491548954338 2.45531066161e-07
27 2 -15 -1.0235281701e-06 0.000491175111169 2.4335821709e-07
28 2 -15 -1.4567798145e-06 0.000490622669347 2.40238191723e-07
29 2 -15 -1.9814860414e-06 0.000489855889145 2.36103877184e-07
30 2 -15 -2.6295719033e-06 0.000488825676138 2.30923890019e-07
31 2 -15 -3.4403153219e-06 0.000487466896076 2.2461399573e-07
32 2 -15 -4.4633713093e-06 0.000485694882867 2.17066992869e-07
33 2 -15 -5.7636925098e-06 0.000483400826666 2.08206507988e-07
34 2 -15 -7.4295070845e-06 0.000480445695369 1.97961972783e-07
35 2 -15 -9.5861102577e-06 0.000476651059226 1.86152885723e-07
36 2 -15 -1.2410984923e-05 0.00047178665271 1.72588123619e-07
37 2 -15 -1.6209108208e-05 0.000465545381314 1.5303066327e-07
38 2 -15 -2.14382849e-05 0.000457126555583 1.30107901827e-07
39 2 -15 -2.7865759493e-05 0.000436314441317 6.2269500285e-08
40 2 -15 -3.6693687946e-05 0.000364757359771 2.50146002868e-07
-40 3 -15 -5.0306885632e-05 -0.00037679136729 -4.242861017e-08
-39 3 -15 -3.8032678062e-05 -0.00044641996252 8.2974815183e-08
-38 3 -15 -2.9369016867e-05 -0.00046413053464 -1.4463621955e-07
-37 3 -15 -2.2592277434e-05 -0.00047065323209 -2.2331066994e-07
-36 3 -15 -1.7452946646e-05 -0.00047564968596 -2.4563232755e-07
-35 3 -15 -1.3546797181e-05 -0.00047962184246 -2.6551894464e-07
-34 3 -15 -1.0537462405e-05 -0.00048276142501 -2.8238386779e-07
-33 3 -15 -8.1919609707e-06 -0.00048522437595 -2.9695994808e-07
-32 3 -15 -6.3502201351e-06 -0.00048714220144 -3.0949771865e-07
-31 3 -15 -4.8960617528e-06 -0.0004886241652 -3.2017609237e-07
-30 3 -15 -3.7417388201e-06 -0.00048975925514 -3.2909834144e-07
-29 3 -15 -2.8185750484e-06 -0.0004906183935 -3.3642594949e-07
-28 3 -15 -2.0713593545e-06 -0.00049125671447 -3.4226747338e-07
-27 3 -15 -1.4547777796e-06 -0.00049171588968 -3.4671427201e-07
-26 3 -15 -9.3074609912e-07 -0.00049202622532 -3.4980724131e-07
-25 3 -15 -4.6632092187e-07 -0.00049220845616 -3.5163483983e-07
-24 3 -15 -3.189276877e-08 -0.0004922747906 -3.5224502859e-07
-23 3 -15 4.00587183377e-07 -0.00049222977033 -3.5159439883e-07
-22 3 -15 8.59230511787e-07 -0.00049207045244 -3.4968993375e-07
-21 3 -15 1.37395191772e-06 -0.00049178619474 -3.4649053877e-07
-20 3 -15 1.97846231504e-06 -0.00049135801005 -3.4193047838e-07
-19 3 -15 2.71226700009e-06 -0.00049075734436 -3.3593173933e-07
-18 3 -15 3.6233215207e-06 -0.00048994428822 -3.2838281005e-07
-17 3 -15 4.77131537229e-06 -0.00048886516176 -3.1917981e-07
-16 3 -15 6.23213042651e-06 -0.00048744956846 -3.0816443751e-07
-15 3 -15 8.10425802569e-06 -0.00048560675276 -2.9524532552e-07
-14 3 -15 1.05185388251e-05 -0.00048322142224 -2.8028511651e-07
-13 3 -15 1.36539621698e-05 -0.00048014877313 -2.632517877e-07
-12 3 -15 1.77610529998e-05 -0.00047620796103 -2.4419200846e-07
-11 3 -15 2.320474702e-05 -0.00047117188155 -2.2266393453e-07
-10 3 -15 3.04219120083e-05 -0.00046474164601 -1.9808390945e-07
-9 3 -15 4.01414202167e-05 -0.00045528664119 -1.1486129692e-07
-8 3 -15 5.22891474743e-05 -0.00040633038384 -4.1473523522e-07
-7 3 -15 7.111694709e-05 -0.00031598390774 2.4183874043e-08
-6 3 -15 9.31989309063e-05 -0.0002145773837 -4.6850498189e-07
-5 3 -15 0.000123099447053 -9.9318182212e-05 -2.3086703379e-07
-4 3 -15 0 0 0
-3 3 -15 0 0 0
-2 3 -15 0 0 0
-1 3 -15 0 0 0
0 3 -15 0 0 0
1 3 -15 0 0 0
2 3 -15 0 0 0
3 3 -15 0 0 0
4 3 -15 0 0 0
5 3 -15 0.000123099447053 9.93181822117e-05 2.30867033791e-07
6 3 -15 9.31989309063e-05 0.0002145773837 4.68504981886e-07
7 3 -15 7.111694709e-05 0.000315983907738 -2.418387404e-08
8 3 -15 5.22891474743e-05 0.000406330383838 4.14735235215e-07
9 3 -15 4.01414202167e-05 0.000455286641186 1.14861296919e-07
10 3 -15 3.04219120083e-05 0.000464741646013 1.98083909452e-07
11 3 -15 2.320474702e-05 0.000471171881552 2.22663934533e-07
12 3 -15 1.77610529998e-05 0.000476207961026 2.44192008462e-07
13 3 -15 1.36539621698e-05 0.000480148773127 2.632517877e-07
14 3 -15 1.05185388251e-05 0.000483221422245 2.80285116508e-07
15 3 -15 8.10425802569e-06 0.000485606752757 2.95245325521e-07
16 3 -15 6.23213042651e-06 0.00048744956846 3.08164437506e-07
17 3 -15 4.77131537229e-06 0.000488865161758 3.19179810005e-07
18 3 -15 3.6233215207e-06 0.000489944288222 3.28382810048e-07
19 3 -15 2.71226700009e-06 0.00049075734436 3.35931739331e-07
20 3 -15 1.97846231504e-06 0.000491358010049 3.41930478377e-07
21 3 -15 1.37395191772e-06 0.000491786194743 3.46490538769e-07
22 3 -15 8.59230511787e-07 0.000492070452443 3.49689933749e-07
23 3 -15 4.00587183377e-07 0.000492229770334 3.51594398827e-07
24 3 -15 -3.189276877e-08 0.000492274790598 3.5224502859e-07
25 3 -15 -4.6632092187e-07 0.000492208456156 3.51634839829e-07
26 3 -15 -9.3074609912e-07 0.000492026225325 3.49807241307e-07
27 3 -15 -1.4547777796e-06 0.000491715889675 3.46714272011e-07
28 3 -15 -2.0713593545e-06 0.00049125671447 3.42267473379e-07
29 3 -15 -2.8185750484e-06 0.0004906183935 3.36425949488e-07
30 3 -15 -3.7417388201e-06 0.000489759255139 3.29098341435e-07
31 3 -15 -4.8960617528e-06 0.000488624165202 3.20176092372e-07
32 3 -15 -6.3502201351e-06 0.000487142201444 3.09497718645e-07
33 3 -15 -8.1919609707e-06 0.00048522437595 2.9695994808e-07
34 3 -15 -1.0537462405e-05 0.000482761425005 2.82383867794e-07
35 3 -15 -1.3546797181e-05 0.000479621842458 2.6551894464e-07
36 3 -15 -1.7452946646e-05 0.000475649685963 2.45632327548e-07
37 3 -15 -2.2592277434e-05 0.00047065323209 2.23310669943e-07
38 3 -15 -2.9369016867e-05 0.000464130534637 1.44636219549e-07
39 3 -15 -3.8032678062e-05 0.000446419962519 -8.297481518e-08
40 3 -15 -5.0306885632e-05 0.000376791367288 4.2428610167e-08
-40 4 -15 -5.8759791887e-05 -0.00039336692737 -3.4223386407e-07
-39 4 -15 -4.4979357468e-05 -0.00045911353193 -2.3176733181e-07
-38 4 -15 -3.5185790015e-05 -0.00047251634334 -2.3693515195e-07
-37 4 -15 -2.7326995605e-05 -0.00047700535838 -2.7370879044e-07
-36 4 -15 -2.129744901e-05 -0.00048053491803 -3.0541065625e-07
-35 4 -15 -1.6641479133e-05 -0.00048343471723 -3.2956677501e-07
-34 4 -15 -1.2997861266e-05 -0.00048576519294 -3.5051155615e-07
-33 4 -15 -1.0126386535e-05 -0.00048760547152 -3.6846896782e-07
-32 4 -15 -7.855632398e-06 -0.00048903855263 -3.8387326505e-07
-31 4 -15 -6.0562101784e-06 -0.00049014232971 -3.9697383548e-07
-30 4 -15 -4.6259896244e-06 -0.0004909839771 -4.0791084258e-07
-29 4 -15 -3.4823303599e-06 -0.00049161808722 -4.1689119861e-07
-28 4 -15 -2.5574161065e-06 -0.00049208725779 -4.2404458732e-07
-27 4 -15 -1.795056546e-06 -0.00049242358638 -4.2947240514e-07
-26 4 -15 -1.147869953e-06 -0.00049265035486 -4.3329764885e-07
-25 4 -15 -5.7488586533e-07 -0.00049278334309 -4.3558811194e-07
-24 4 -15 -3.939362818e-08 -0.0004928318919 -4.3631660403e-07
-23 4 -15 4.9331889725e-07 -0.00049279963438 -4.3551193088e-07
-22 4 -15 1.05802157971e-06 -0.00049268464722 -4.3315357667e-07
-21 4 -15 1.6916757193e-06 -0.00049247934848 -4.291961728e-07
-20 4 -15 2.43572523171e-06 -0.0004921700592 -4.2359148313e-07
-19 4 -15 3.33873005797e-06 -0.00049173609649 -4.1621942749e-07
-18 4 -15 4.45933779268e-06 -0.00049114851848 -4.0691868354e-07
-17 4 -15 5.87003905705e-06 -0.00049036863833 -3.9556494414e-07
-16 4 -15 7.66178260199e-06 -0.00048934616833 -3.8197339021e-07
-15 4 -15 9.95033817813e-06 -0.00048801753848 -3.6598747554e-07
-14 4 -15 1.28856598281e-05 -0.00048630532714 -3.4743315645e-07
-13 4 -15 1.66669831637e-05 -0.00048411968271 -3.2614747089e-07
-12 4 -15 2.15696147544e-05 -0.00048136282395 -3.0208480281e-07
-11 4 -15 2.79899373131e-05 -0.00047793214816 -2.752669775e-07
-10 4 -15 3.6570377613e-05 -0.00047373290221 -2.4237038227e-07
-9 4 -15 4.76722317959e-05 -0.00046761123284 -8.783443055e-08
-8 4 -15 6.24859768295e-05 -0.00042240484441 -4.0334948218e-07
-7 4 -15 8.5614320911e-05 -0.00034083748197 -4.3477890853e-07
-6 4 -15 0.000120378624328 -0.00025112271503 -6.1152278066e-07
-5 4 -15 0.000184814794665 -0.00013437096005 -1.287463126e-06
-4 4 -15 0 0 0
-3 4 -15 0 0 0
-2 4 -15 0 0 0
-1 4 -15 0 0 0
0 4 -15 0 0 0
1 4 -15 0 0 0
2 4 -15 0 0 0
3 4 -15 0 0 0
4 4 -15 0 0 0
5 4 -15 0.000184814794665 0.000134370960052 1.28746312596e-06
6 4 -15 0.000120378624328 0.000251122715027 6.11522780662e-07
7 4 -15 8.5614320911e-05 0.00034083748197 4.34778908533e-07
8 4 -15 6.24859768295e-05 0.000422404844405 4.03349482184e-07
9 4 -15 4.76722317959e-05 0.000467611232839 8.7834430547e-08
10 4 -15 3.6570377613e-05 0.000473732902212 2.4237038227e-07
11 4 -15 2.79899373131e-05 0.000477932148158 2.75266977495e-07
12 4 -15 2.15696147544e-05 0.00048136282395 3.02084802809e-07
13 4 -15 1.66669831637e-05 0.000484119682707 3.26147470885e-07
14 4 -15 1.28856598281e-05 0.000486305327135 3.47433156453e-07
15 4 -15 9.95033817813e-06 0.000488017538478 3.65987475539e-07
16 4 -15 7.66178260199e-06 0.00048934616833 3.81973390209e-07
17 4 -15 5.87003905705e-06 0.000490368638328 3.95564944135e-07
18 4 -15 4.45933779268e-06 0.00049114851848 4.06918683537e-07
19 4 -15 3.33873005797e-06 0.000491736096494 4.1621942749e-07
20 4 -15 2.43572523171e-06 0.0004921700592 4.23591483127e-07
21 4 -15 1.6916757193e-06 0.000492479348481 4.29196172801e-07
22 4 -15 1.05802157971e-06 0.000492684647224 4.33153576665e-07
23 4 -15 4.9331889725e-07 0.000492799634382 4.35511930876e-07
24 4 -15 -3.939362818e-08 0.000492831891897 4.36316604029e-07
25 4 -15 -5.7488586533e-07 0.000492783343089 4.35588111939e-07
26 4 -15 -1.147869953e-06 0.000492650354863 4.33297648845e-07
27 4 -15 -1.795056546e-06 0.000492423586378 4.29472405142e-07
28 4 -15 -2.5574161065e-06 0.000492087257795 4.24044587322e-07
29 4 -15 -3.4823303599e-06 0.000491618087218 4.16891198615e-07
30 4 -15 -4.6259896244e-06 0.000490983977098 4.07910842583e-07
31 4 -15 -6.0562101784e-06 0.000490142329711 3.96973835483e-07
32 4 -15 -7.855632398e-06 0.000489038552631 3.83873265051e-07
33 4 -15 -1.0126386535e-05 0.000487605471524 3.68468967823e-07
34 4 -15 -1.2997861266e-05 0.000485765192941 3.50511556148e-07
35 4 -15 -1.6641479133e-05 0.000483434717229 3.2956677501e-07
36 4 -15 -2.129744901e-05 0.000480534918034 3.05410656247e-07
37 4 -15 -2.7326995605e-05 0.000477005358377 2.73708790445e-07
38 4 -15 -3.5185790015e-05 0.000472516343343 2.36935151952e-07
39 4 -15 -4.4979357468e-05 0.000459113531931 2.31767331815e-07
40 4 -15 -5.8759791887e-05 0.000393366927371 3.42233864074e-07
-40 5 -15 -6.3907833047e-05 -0.00041072314452 5.999647486e-09
-39 5 -15 -4.9127798072e-05 -0.00046866844808 -1.6617380799e-07
-38 5 -15 -3.8566425337e-05 -0.00048159945184 -2.6652090635e-07
-37 5 -15 -3.023051259e-05 -0.00048404939871 -3.1704453026e-07
-36 5 -15 -2.3826518444e-05 -0.00048607635342 -3.4755675853e-07
-35 5 -15 -1.8752835836e-05 -0.00048783526663 -3.7511344335e-07
-34 5 -15 -1.4702212424e-05 -0.00048927344098 -3.985825538e-07
-33 5 -15 -1.1469254384e-05 -0.00049040448681 -4.1871881441e-07
-32 5 -15 -8.8958934803e-06 -0.00049127337905 -4.359500081e-07
-31 5 -15 -6.852032751e-06 -0.00049193180325 -4.5057911452e-07
-30 5 -15 -5.2278441036e-06 -0.00049242611361 -4.6283655869e-07
-29 5 -15 -3.9308685691e-06 -0.00049279356335 -4.7287856626e-07
-28 5 -15 -2.8838571417e-06 -0.00049306245305 -4.8087223313e-07
-27 5 -15 -2.0223802127e-06 -0.00049325351727 -4.8693788862e-07
-26 5 -15 -1.2922157887e-06 -0.00049338147955 -4.9119432946e-07
-25 5 -15 -6.4669444202e-07 -0.0004934561667 -4.9370513761e-07
-24 5 -15 -4.409271435e-08 -0.00049348346747 -4.9451176176e-07
-23 5 -15 5.54911749084e-07 -0.00049346580381 -4.936099749e-07
-22 5 -15 1.18956768057e-06 -0.00049340241189 -4.9098535627e-07
-21 5 -15 1.90153414878e-06 -0.0004932892582 -4.8657465836e-07
-20 5 -15 2.73749420642e-06 -0.00049311877133 -4.802786449e-07
-19 5 -15 3.75201650527e-06 -0.00049287942799 -4.7199466747e-07
-18 5 -15 5.01084595302e-06 -0.00049255494954 -4.6155866257e-07
-17 5 -15 6.5946657068e-06 -0.00049212350905 -4.4876165994e-07
-16 5 -15 8.60349475716e-06 -0.00049155678606 -4.334114359e-07
-15 5 -15 1.11618162779e-05 -0.00049081962903 -4.1530497075e-07
-14 5 -15 1.44251016502e-05 -0.00048987156427 -3.9423987757e-07
-13 5 -15 1.85899143718e-05 -0.00048867327004 -3.6993813582e-07
-12 5 -15 2.39149008858e-05 -0.00048720194831 -3.4242956127e-07
-11 5 -15 3.07566340199e-05 -0.00048548082983 -3.1109797078e-07
-10 5 -15 3.97968612826e-05 -0.00048360470815 -2.7422437012e-07
-9 5 -15 5.15682932256e-05 -0.00048067179099 -1.8092414453e-07
-8 5 -15 6.77316571013e-05 -0.0004424369463 -2.5272625734e-07
-7 5 -15 9.14280796014e-05 -0.00037065337192 -4.253631363e-07
-6 5 -15 0.000125294278074 -0.00030286396064 5.332858573e-09
-5 5 -15 0.000210034953067 -0.00026226134625 -1.8711889942e-06
-4 5 -15 0 0 0
-3 5 -15 0 0 0
-2 5 -15 0 0 0
-1 5 -15 0 0 0
0 5 -15 0 0 0
1 5 -15 0 0 0
2 5 -15 0 0 0
3 5 -15 0 0 0
4 5 -15 0 0 0
5 5 -15 0.000210034953067 0.000262261346248 1.8711889942e-06
6 5 -15 0.000125294278074 0.000302863960637 -5.33285857e-09
7 5 -15 9.14280796014e-05 0.000370653371924 4.25363136296e-07
8 5 -15 6.77316571013e-05 0.000442436946298 2.52726257337e-07
9 5 -15 5.15682932256e-05 0.000480671790985 1.80924144533e-07
10 5 -15 3.97968612826e-05 0.000483604708152 2.74224370125e-07
11 5 -15 3.07566340199e-05 0.000485480829827 3.11097970775e-07
12 5 -15 2.39149008858e-05 0.00048720194831 3.42429561272e-07
13 5 -15 1.85899143718e-05 0.000488673270043 3.6993813582e-07
14 5 -15 1.44251016502e-05 0.000489871564273 3.94239877567e-07
15 5 -15 1.11618162779e-05 0.000490819629026 4.15304970746e-07
16 5 -15 8.60349475716e-06 0.000491556786057 4.33411435899e-07
17 5 -15 6.5946657068e-06 0.00049212350905 4.48761659937e-07
18 5 -15 5.01084595302e-06 0.000492554949537 4.61558662571e-07
19 5 -15 3.75201650527e-06 0.000492879427994 4.71994667466e-07
20 5 -15 2.73749420642e-06 0.000493118771327 4.80278644902e-07
21 5 -15 1.90153414878e-06 0.000493289258202 4.86574658363e-07
22 5 -15 1.18956768057e-06 0.000493402411892 4.90985356265e-07
23 5 -15 5.54911749084e-07 0.000493465803807 4.93609974902e-07
24 5 -15 -4.409271435e-08 0.000493483467474 4.94511761756e-07
25 5 -15 -6.4669444202e-07 0.000493456166705 4.93705137611e-07
26 5 -15 -1.2922157887e-06 0.00049338147955 4.91194329463e-07
27 5 -15 -2.0223802127e-06 0.000493253517274 4.86937888619e-07
28 5 -15 -2.8838571417e-06 0.000493062453048 4.80872233128e-07
29 5 -15 -3.9308685691e-06 0.000492793563354 4.72878566265e-07
30 5 -15 -5.2278441036e-06 0.00049242611361 4.62836558686e-07
31 5 -15 -6.852032751e-06 0.000491931803246 4.50579114523e-07
32 5 -15 -8.8958934803e-06 0.00049127337905 4.35950008105e-07
33 5 -15 -1.1469254384e-05 0.000490404486815 4.18718814414e-07
34 5 -15 -1.4702212424e-05 0.000489273440977 3.98582553796e-07
35 5 -15 -1.8752835836e-05 0.000487835266628 3.75113443346e-07
36 5 -15 -2.3826518444e-05 0.00048607635342 3.47556758528e-07
37 5 -15 -3.023051259e-05 0.000484049398708 3.17044530259e-07
38 5 -15 -3.8566425337e-05 0.000481599451843 2.66520906352e-07
39 5 -15 -4.9127798072e-05 0.000468668448082 1.66173807985e-07
40 5 -15 -6.3907833047e-05 0.000410723144521 -5.99964749e-09
-40 6 -15 -6.0918685659e-05 -0.0004264070779 -3.5331733326e-07
-39 6 -15 -4.8860014585e-05 -0.00048097642502 -3.2876686811e-07
-38 6 -15 -3.9284492304e-05 -0.0004908072087 -3.1020189885e-07
-37 6 -15 -3.1390776657e-05 -0.00049127398503 -3.3891741491e-07
-36 6 -15 -2.5074430933e-05 -0.00049193146901 -3.7121495803e-07
-35 6 -15 -1.9859569846e-05 -0.00049258504737 -3.9968496813e-07
-34 6 -15 -1.5597191077e-05 -0.00049310265811 -4.2415000711e-07
-33 6 -15 -1.2157285503e-05 -0.00049347129551 -4.4507276908e-07
-32 6 -15 -9.4112258997e-06 -0.00049372135012 -4.6293379216e-07
-31 6 -15 -7.2331344881e-06 -0.00049388790252 -4.7811751833e-07
-30 6 -15 -5.5074680405e-06 -0.00049399850093 -4.9084281827e-07
-29 6 -15 -4.1339719606e-06 -0.00049407210093 -5.0128284608e-07
-28 6 -15 -3.0284970743e-06 -0.00049412096578 -5.095941887e-07
-27 6 -15 -2.1212154827e-06 -0.00049415286306 -5.1589164577e-07
-26 6 -15 -1.3538151836e-06 -0.00049417268096 -5.2029097491e-07
-25 6 -15 -6.7654196389e-07 -0.00049418347376 -5.2286236557e-07
-24 6 -15 -4.513964857e-08 -0.00049418716443 -5.2367493625e-07
-23 6 -15 5.81865150433e-07 -0.0004941848441 -5.2273894051e-07
-22 6 -15 1.24579996893e-06 -0.00049417687189 -5.1999621774e-07
-21 6 -15 1.99045635387e-06 -0.00049416300373 -5.1539088452e-07
-20 6 -15 2.86489154769e-06 -0.00049414229111 -5.0883384839e-07
-19 6 -15 3.92639713844e-06 -0.00049411300517 -5.0017304055e-07
-18 6 -15 5.24391969289e-06 -0.00049407252079 -4.8924718904e-07
-17 6 -15 6.90194553534e-06 -0.00049401689178 -4.7583004995e-07
-16 6 -15 9.00442171891e-06 -0.00049394057611 -4.5968211224e-07
-15 6 -15 1.16784792822e-05 -0.00049383622809 -4.4056820424e-07
-14 6 -15 1.50766356351e-05 -0.000493695911 -4.1818382565e-07
