-40.0	5.0	1.0
-13.0	13.0	1.0
-75.0	75.0	5.0
0.0	0.0	-69.99937
x        y        z        Bx        By        Bz
-33 5 -40 3.46967667738e-07 -0.00036123844615 -9.4997454581e-05
-32 5 -40 2.82328228065e-07 -0.0003605974319 -9.5488982481e-05
-31 5 -40 2.4278031987e-07 -0.00036012392365 -9.5870505215e-05
-30 5 -40 2.17172616244e-07 -0.00035977116033 -9.6164131881e-05
-29 5 -40 1.99732773166e-07 -0.00035950713505 -9.6388411855e-05
-28 5 -40 1.87399076577e-07 -0.00035930955584 -9.6558334423e-05
-27 5 -40 1.78517425802e-07 -0.00035916295878 -9.668554339e-05
-26 5 -40 1.72119408313e-07 -0.00035905690462 -9.6778703761e-05
-25 5 -40 1.67523667824e-07 -0.00035898463507 -9.6843849006e-05
-24 5 -40 1.64291303821e-07 -0.00035894213074 -9.6884598678e-05
-23 5 -40 1.61723170539e-07 -0.00035892763061 -9.6902382586e-05
-22 5 -40 1.58890322611e-07 -0.00035894177312 -9.6896522921e-05
-21 5 -40 1.54650954558e-07 -0.00035898817941 -9.6864343071e-05
-20 5 -40 1.47878427196e-07 -0.00035907414487 -9.6801075568e-05
-19 5 -40 1.37984637072e-07 -0.00035921136242 -9.6699564594e-05
-18 5 -40 1.25101548902e-07 -0.00035941675974 -9.6549791255e-05
-17 5 -40 1.09971034004e-07 -0.00035971371476 -9.6338213221e-05
-16 5 -40 9.3273738315e-08 -0.00036013439816 -9.6047049843e-05
-15 5 -40 7.4152715306e-08 -0.00036072388644 -9.5653540014e-05
-14 5 -40 4.7278431355e-08 -0.00036154657252 -9.5129200977e-05
-13 5 -40 -2.41334657e-09 -0.00036269513638 -9.4438613035e-05
-12 5 -40 -1.0617686139e-07 -0.00036430298088 -9.3537094969e-05
-11 5 -40 -3.3962207204e-07 -0.00036655508527 -9.2364722512e-05
-10 5 -40 -8.2681342499e-07 -0.00036964188746 -9.0818389807e-05
-9 5 -40 -1.4892883463e-06 -0.00037326507832 -8.8515208778e-05
-8 5 -40 -3.1912955931e-06 -0.00034137200029 -7.8290857113e-05
-7 5 -40 7.62066587332e-07 -0.00027557216777 -5.9381063341e-05
-6 5 -40 7.31521678259e-06 -0.00021092965034 -3.9468071588e-05
-5 5 -40 2.21673111076e-05 -0.0001462793279 -1.9081650821e-05
-4 5 -40 0 0 0
-3 5 -40 0 0 0
-2 5 -40 0 0 0
-1 5 -40 0 0 0
0 5 -40 0 0 0
1 5 -40 0 0 0
2 5 -40 0 0 0
3 5 -40 0 0 0
4 5 -40 0 0 0
5 5 -40 2.21673111076e-05 0.000146279327901 1.90816508212e-05
6 5 -40 7.31521678259e-06 0.000210929650343 3.9468071588e-05
7 5 -40 7.62066587332e-07 0.000275572167772 5.93810633413e-05
8 5 -40 -3.1912955931e-06 0.00034137200029 7.82908571133e-05
9 5 -40 -1.4892883463e-06 0.000373265078323 8.85152087781e-05
10 5 -40 -8.2681342499e-07 0.000369641887464 9.08183898072e-05
11 5 -40 -3.3962207204e-07 0.000366555085273 9.23647225118e-05
12 5 -40 -1.0617686139e-07 0.00036430298088 9.35370949687e-05
13 5 -40 -2.41334657e-09 0.000362695136382 9.44386130346e-05
14 5 -40 4.7278431355e-08 0.00036154657252 9.51292009768e-05
15 5 -40 7.4152715306e-08 0.000360723886439 9.56535400145e-05
16 5 -40 9.3273738315e-08 0.000360134398158 9.6047049843e-05
17 5 -40 1.09971034004e-07 0.000359713714757 9.63382132207e-05
18 5 -40 1.25101548902e-07 0.000359416759741 9.65497912548e-05
19 5 -40 1.37984637072e-07 0.00035921136242 9.66995645936e-05
20 5 -40 1.47878427196e-07 0.000359074144866 9.68010755681e-05
21 5 -40 1.54650954558e-07 0.000358988179409 9.68643430714e-05
22 5 -40 1.58890322611e-07 0.000358941773117 9.6896522921e-05
23 5 -40 1.61723170539e-07 0.00035892763061 9.69023825859e-05
24 5 -40 1.64291303821e-07 0.000358942130741 9.6884598678e-05
25 5 -40 1.67523667824e-07 0.00035898463507 9.68438490062e-05
26 5 -40 1.72119408313e-07 0.000359056904619 9.67787037606e-05
27 5 -40 1.78517425802e-07 0.000359162958783 9.66855433898e-05
28 5 -40 1.87399076577e-07 0.000359309555845 9.65583344232e-05
29 5 -40 1.99732773166e-07 0.000359507135054 9.6388411855e-05
30 5 -40 2.17172616244e-07 0.000359771160328 9.61641318811e-05
31 5 -40 2.4278031987e-07 0.000360123923646 9.58705052145e-05
32 5 -40 2.82328228065e-07 0.000360597431898 9.54889824812e-05
33 5 -40 3.46967667738e-07 0.000361238446149 9.49974545806e-05
34 5 -40 4.57309384579e-07 0.000362116237007 9.43706871574e-05
35 5 -40 6.49128535789e-07 0.000363334077892 9.35806525927e-05
36 5 -40 9.85220889677e-07 0.000365041588449 9.25951889999e-05
37 5 -40 1.51059545492e-06 0.00036743693556 9.13717418463e-05
38 5 -40 2.40565190363e-06 0.000370495165457 8.97811166217e-05
39 5 -40 3.57269177577e-06 0.000365172100863 8.57452874545e-05
40 5 -40 3.85517727482e-06 0.000313876027589 7.16725730134e-05
-40 6 -40 1.02177004239e-05 -0.00032350869394 -9.0083709859e-05
-39 6 -40 9.22077795924e-06 -0.00037377943907 -0.00010605043998
-38 6 -40 6.71721951811e-06 -0.0003765761638 -0.00011065023397
-37 6 -40 4.7608588892e-06 -0.00037249498202 -0.00011293791781
-36 6 -40 3.30449500185e-06 -0.00036947518559 -0.00011473820576
-35 6 -40 2.30544186475e-06 -0.00036728830936 -0.00011616990967
-34 6 -40 1.64805542123e-06 -0.00036569761631 -0.00011729232978
-33 6 -40 1.21269729412e-06 -0.00036452898527 -0.00011816003309
-32 6 -40 9.18504284295e-07 -0.00036366366465 -0.0001188240304
-31 6 -40 7.138607065e-07 -0.00036302013867 -0.00011932868153
-30 6 -40 5.67605342232e-07 -0.00036254072389 -0.0001197104977
-29 6 -40 4.6068242799e-07 -0.00036218366308 -0.00011999816317
-28 6 -40 3.80751443716e-07 -0.0003619188423 -0.0001202136421
-27 6 -40 3.1932620518e-07 -0.00036172519367 -0.0001203734038
-26 6 -40 2.70281884832e-07 -0.00036158866929 -0.00012048944999
-25 6 -40 2.2931895086e-07 -0.00036150028987 -0.00012056997636
-24 6 -40 1.93120239039e-07 -0.00036145461523 -0.0001206197923
-23 6 -40 1.58381036558e-07 -0.00036144887028 -0.00012064055713
-22 6 -40 1.21052568881e-07 -0.00036148323881 -0.0001206311407
-21 6 -40 7.5991899567e-08 -0.0003615621465 -0.0001205878559
-20 6 -40 1.7199614434e-08 -0.00036169575043 -0.00012050440262
-19 6 -40 -6.168873994e-08 -0.00036190088737 -0.00012037140734
-18 6 -40 -1.6736176541e-07 -0.00036220166253 -0.00012017550525
-17 6 -40 -3.079227427e-07 -0.00036263069829 -0.00011989810314
-16 6 -40 -4.9492566076e-07 -0.00036323181288 -0.00011951389555
-15 6 -40 -7.4706398085e-07 -0.00036406442461 -0.00011898906789
-14 6 -40 -1.0962487432e-06 -0.00036521015402 -0.00011827973408
-13 6 -40 -1.5957389159e-06 -0.0003667828003 -0.0001173305034
-12 6 -40 -2.3333986566e-06 -0.00036894241438 -0.00011607392885
-11 6 -40 -3.4150030535e-06 -0.00037191091441 -0.00011443186258
-10 6 -40 -5.1176389036e-06 -0.00037598593845 -0.00011231268181
-9 6 -40 -7.2250823455e-06 -0.00038100304363 -0.0001093853349
-8 6 -40 -8.7304648843e-06 -0.00035128289019 -9.8295562935e-05
-7 6 -40 -7.1747345953e-06 -0.00028876702343 -7.7621896237e-05
-6 6 -40 -1.9399871756e-06 -0.00022904832472 -5.6661884121e-05
-5 6 -40 8.95423306409e-06 -0.00017370464315 -3.6667616921e-05
-4 6 -40 0 0 0
-3 6 -40 0 0 0
-2 6 -40 0 0 0
-1 6 -40 0 0 0
0 6 -40 0 0 0
1 6 -40 0 0 0
2 6 -40 0 0 0
3 6 -40 0 0 0
4 6 -40 0 0 0
5 6 -40 8.95423306409e-06 0.000173704643151 3.66676169213e-05
6 6 -40 -1.9399871756e-06 0.000229048324716 5.66618841214e-05
7 6 -40 -7.1747345953e-06 0.000288767023433 7.76218962369e-05
8 6 -40 -8.7304648843e-06 0.000351282890188 9.82955629351e-05
9 6 -40 -7.2250823455e-06 0.000381003043626 0.000109385334903
10 6 -40 -5.1176389036e-06 0.000375985938454 0.000112312681811
11 6 -40 -3.4150030535e-06 0.000371910914414 0.000114431862578
12 6 -40 -2.3333986566e-06 0.000368942414376 0.000116073928849
13 6 -40 -1.5957389159e-06 0.000366782800305 0.000117330503399
14 6 -40 -1.0962487432e-06 0.000365210154019 0.000118279734076
15 6 -40 -7.4706398085e-07 0.000364064424614 0.000118989067887
16 6 -40 -4.9492566076e-07 0.000363231812878 0.000119513895555
17 6 -40 -3.079227427e-07 0.000362630698289 0.00011989810314
18 6 -40 -1.6736176541e-07 0.000362201662533 0.000120175505251
19 6 -40 -6.168873994e-08 0.000361900887369 0.000120371407339
20 6 -40 1.7199614434e-08 0.000361695750425 0.000120504402625
21 6 -40 7.5991899567e-08 0.000361562146499 0.000120587855901
22 6 -40 1.21052568881e-07 0.000361483238812 0.000120631140702
23 6 -40 1.58381036558e-07 0.000361448870282 0.000120640557126
24 6 -40 1.93120239039e-07 0.000361454615227 0.000120619792303
25 6 -40 2.2931895086e-07 0.000361500289866 0.00012056997636
26 6 -40 2.70281884832e-07 0.000361588669293 0.000120489449986
27 6 -40 3.1932620518e-07 0.000361725193671 0.000120373403804
28 6 -40 3.80751443716e-07 0.000361918842301 0.000120213642104
29 6 -40 4.6068242799e-07 0.000362183663077 0.000119998163172
30 6 -40 5.67605342232e-07 0.00036254072389 0.000119710497697
31 6 -40 7.138607065e-07 0.000363020138673 0.000119328681534
32 6 -40 9.18504284295e-07 0.00036366366465 0.000118824030398
33 6 -40 1.21269729412e-06 0.000364528985271 0.000118160033086
34 6 -40 1.64805542123e-06 0.00036569761631 0.000117292329776
35 6 -40 2.30544186475e-06 0.000367288309359 0.000116169909671
36 6 -40 3.30449500185e-06 0.000369475185587 0.000114738205763
37 6 -40 4.7608588892e-06 0.000372494982022 0.000112937917808
38 6 -40 6.71721951811e-06 0.000376576163799 0.00011065023397
39 6 -40 9.22077795924e-06 0.000373779439071 0.000106050439976
40 6 -40 1.02177004239e-05 0.000323508693941 9.0083709859e-05
-40 7 -40 2.05604285656e-05 -0.00033124641879 -0.0001109192707
-39 7 -40 1.73768712234e-05 -0.000379955818 -0.00012858982945
-38 7 -40 1.23935957956e-05 -0.00038129260314 -0.00013404756078
-37 7 -40 8.6646212625e-06 -0.00037654279815 -0.00013722535214
-36 7 -40 6.07590559824e-06 -0.0003730685609 -0.00013971213512
-35 7 -40 4.31161772036e-06 -0.00037054753846 -0.00014168501584
-34 7 -40 3.11638873579e-06 -0.00036868523026 -0.00014320541018
-33 7 -40 2.29898870482e-06 -0.00036729385078 -0.00014435615873
-32 7 -40 1.72635274256e-06 -0.00036625151935 -0.0001452190902
-31 7 -40 1.31543939431e-06 -0.00036547269789 -0.00014586405336
-30 7 -40 1.01536602638e-06 -0.00036489255637 -0.00014634567137
-29 7 -40 7.93164374467e-07 -0.00036446104888 -0.0001467046736
-28 7 -40 6.25536013122e-07 -0.00036414144718 -0.00014697094148
-27 7 -40 4.95154417651e-07 -0.00036390873497 -0.00014716651075
-26 7 -40 3.8931533751e-07 -0.00036374666628 -0.00014730745285
-25 7 -40 2.99151982625e-07 -0.00036364547339 -0.00014740472652
-24 7 -40 2.1826632861e-07 -0.00036359923993 -0.00014746456275
-23 7 -40 1.40650197283e-07 -0.00036360395168 -0.00014748857058
-22 7 -40 5.8516160533e-08 -0.00036365771626 -0.00014747453651
-21 7 -40 -3.901487857e-08 -0.00036376400746 -0.00014741719016
-20 7 -40 -1.6520018368e-07 -0.00036393533815 -0.0001473085199
-19 7 -40 -3.3416392517e-07 -0.00036419400519 -0.0001471370072
-18 7 -40 -5.6111901602e-07 -0.00036457098569 -0.00014688586447
-17 7 -40 -8.6452409696e-07 -0.00036510619725 -0.00014653096829
-16 7 -40 -1.2699938321e-06 -0.00036585199698 -0.00014603845026
-15 7 -40 -1.8159243023e-06 -0.00036687828937 -0.00014536160032
-14 7 -40 -2.5625580873e-06 -0.0003682783272 -0.00014443767829
-13 7 -40 -3.6063407567e-06 -0.00037017808148 -0.00014318620075
-12 7 -40 -5.09389709e-06 -0.00037275366619 -0.00014151238229
-11 7 -40 -7.2523887991e-06 -0.00037625946293 -0.00013931787123
-10 7 -40 -1.0212536548e-05 -0.00038109190441 -0.00013655434259
-9 7 -40 -1.386597659e-05 -0.00038705253852 -0.00013274453527
-8 7 -40 -1.904037549e-05 -0.0003584646515 -0.0001201093498
-7 7 -40 -2.0980392889e-05 -0.00029836033879 -9.8352808359e-05
-6 7 -40 -1.8878377596e-05 -0.00024182937181 -7.64069536e-05
-5 7 -40 -1.4558357165e-05 -0.0001897776187 -5.6176235864e-05
-4 7 -40 0 0 0
-3 7 -40 0 0 0
-2 7 -40 0 0 0
-1 7 -40 0 0 0
0 7 -40 0 0 0
1 7 -40 0 0 0
2 7 -40 0 0 0
3 7 -40 0 0 0
4 7 -40 0 0 0
5 7 -40 -1.4558357165e-05 0.000189777618704 5.61762358642e-05
6 7 -40 -1.8878377596e-05 0.000241829371812 7.64069536005e-05
7 7 -40 -2.0980392889e-05 0.000298360338787 9.83528083587e-05
8 7 -40 -1.904037549e-05 0.000358464651499 0.000120109349804
9 7 -40 -1.386597659e-05 0.000387052538524 0.000132744535273
10 7 -40 -1.0212536548e-05 0.000381091904409 0.000136554342592
11 7 -40 -7.2523887991e-06 0.000376259462931 0.000139317871228
12 7 -40 -5.09389709e-06 0.000372753666187 0.000141512382293
13 7 -40 -3.6063407567e-06 0.000370178081481 0.000143186200745
14 7 -40 -2.5625580873e-06 0.000368278327197 0.000144437678292
15 7 -40 -1.8159243023e-06 0.000366878289372 0.00014536160032
16 7 -40 -1.2699938321e-06 0.000365851996977 0.00014603845026
17 7 -40 -8.6452409696e-07 0.000365106197254 0.00014653096829
18 7 -40 -5.6111901602e-07 0.000364570985694 0.000146885864471
19 7 -40 -3.3416392517e-07 0.000364194005191 0.0001471370072
20 7 -40 -1.6520018368e-07 0.000363935338152 0.000147308519895
21 7 -40 -3.901487857e-08 0.000363764007457 0.000147417190164
22 7 -40 5.8516160533e-08 0.000363657716261 0.000147474536511
23 7 -40 1.40650197283e-07 0.000363603951677 0.000147488570581
24 7 -40 2.1826632861e-07 0.00036359923993 0.000147464562751
25 7 -40 2.99151982625e-07 0.000363645473392 0.000147404726518
26 7 -40 3.8931533751e-07 0.00036374666628 0.000147307452851
27 7 -40 4.95154417651e-07 0.000363908734973 0.000147166510749
28 7 -40 6.25536013122e-07 0.000364141447182 0.000146970941476
29 7 -40 7.93164374467e-07 0.000364461048875 0.000146704673601
30 7 -40 1.01536602638e-06 0.000364892556366 0.000146345671372
31 7 -40 1.31543939431e-06 0.000365472697886 0.000145864053363
32 7 -40 1.72635274256e-06 0.000366251519346 0.000145219090197
33 7 -40 2.29898870482e-06 0.000367293850776 0.000144356158734
34 7 -40 3.11638873579e-06 0.00036868523026 0.000143205410179
35 7 -40 4.31161772036e-06 0.000370547538463 0.000141685015839
36 7 -40 6.07590559824e-06 0.000373068560895 0.000139712135122
37 7 -40 8.6646212625e-06 0.000376542798148 0.000137225352142
38 7 -40 1.23935957956e-05 0.000381292603143 0.000134047560778
39 7 -40 1.73768712234e-05 0.000379955818002 0.000128589829451
40 7 -40 2.05604285656e-05 0.000331246418795 0.000110919270698
-40 8 -40 3.29736553504e-05 -0.00033445966488 -0.00013462653802
-39 8 -40 2.58407326227e-05 -0.00037921968411 -0.00015293587835
-38 8 -40 1.83107473562e-05 -0.00038328094646 -0.00016099344138
-37 8 -40 1.28954079227e-05 -0.00037824493769 -0.00016532507239
-36 8 -40 9.11033595742e-06 -0.00037455526844 -0.00016872889181
-35 8 -40 6.52696045235e-06 -0.00037185797561 -0.00017138314001
-34 8 -40 4.76915313785e-06 -0.00036982970054 -0.00017338118804
-33 8 -40 3.54153499621e-06 -0.00036829008174 -0.00017485846124
-32 8 -40 2.65856615629e-06 -0.0003671285546 -0.00017594580593
-31 8 -40 2.01121394678e-06 -0.00036626378873 -0.00017674859069
-30 8 -40 1.53318130631e-06 -0.00036562298655 -0.00017734357216
-29 8 -40 1.17808441862e-06 -0.00036514426697 -0.00017778375978
-28 8 -40 9.09252880966e-07 -0.00036478752452 -0.00017810728403
-27 8 -40 6.98215333853e-07 -0.00036452758535 -0.00017834214515
-26 8 -40 5.24393420749e-07 -0.00036434816327 -0.00017850980424
-25 8 -40 3.73463375808e-07 -0.00036423785403 -0.00017862559452
-24 8 -40 2.36855716012e-07 -0.00036419361881 -0.00017869747566
-23 8 -40 1.07747312945e-07 -0.00036421325864 -0.00017872691823
-22 8 -40 -2.510745413e-08 -0.0003642880546 -0.0001787081325
-21 8 -40 -1.8086217848e-07 -0.00036441398178 -0.00017863249856
-20 8 -40 -3.8400716897e-07 -0.00036460630404 -0.00017849070717
-19 8 -40 -6.5881350431e-07 -0.00036489689032 -0.00017827009288
-18 8 -40 -1.0289044297e-06 -0.00036532389324 -0.00017795108384
-17 8 -40 -1.5228387096e-06 -0.00036592941707 -0.00017750348123
-16 8 -40 -2.1812341321e-06 -0.00036676957345 -0.00017688397741
-15 8 -40 -3.0632180589e-06 -0.0003679207956 -0.00017603178753
-14 8 -40 -4.25663029e-06 -0.00036948523247 -0.00017486091587
-13 8 -40 -5.898765386e-06 -0.00037159609961 -0.00017325561676
-12 8 -40 -8.2091188943e-06 -0.00037443116326 -0.00017107480016
-11 8 -40 -1.1514058279e-05 -0.00037825732326 -0.00016817884756
-10 8 -40 -1.6286453763e-05 -0.00038348082257 -0.00016447250156
-9 8 -40 -2.2627133847e-05 -0.00039044299526 -0.00015988345348
-8 8 -40 -3.0713767576e-05 -0.00036386225835 -0.00014602203807
-7 8 -40 -3.5846404139e-05 -0.00030480480065 -0.00012099023022
-6 8 -40 -3.8231904597e-05 -0.00024957102265 -9.7511845555e-05
-5 8 -40 -3.8745475639e-05 -0.00019896278167 -7.5288316456e-05
-4 8 -40 0 0 0
-3 8 -40 0 0 0
-2 8 -40 0 0 0
-1 8 -40 0 0 0
0 8 -40 0 0 0
1 8 -40 0 0 0
2 8 -40 0 0 0
3 8 -40 0 0 0
4 8 -40 0 0 0
5 8 -40 -3.8745475639e-05 0.000198962781669 7.52883164561e-05
6 8 -40 -3.8231904597e-05 0.000249571022654 9.75118455545e-05
7 8 -40 -3.5846404139e-05 0.000304804800648 0.000120990230217
8 8 -40 -3.0713767576e-05 0.000363862258348 0.000146022038074
9 8 -40 -2.2627133847e-05 0.000390442995257 0.00015988345348
10 8 -40 -1.6286453763e-05 0.000383480822572 0.000164472501558
11 8 -40 -1.1514058279e-05 0.000378257323256 0.000168178847556
12 8 -40 -8.2091188943e-06 0.000374431163259 0.000171074800156
13 8 -40 -5.898765386e-06 0.000371596099606 0.000173255616758
14 8 -40 -4.25663029e-06 0.00036948523247 0.000174860915866
15 8 -40 -3.0632180589e-06 0.000367920795601 0.000176031787529
16 8 -40 -2.1812341321e-06 0.000366769573446 0.000176883977413
17 8 -40 -1.5228387096e-06 0.000365929417074 0.000177503481233
18 8 -40 -1.0289044297e-06 0.000365323893236 0.000177951083836
19 8 -40 -6.5881350431e-07 0.00036489689032 0.000178270092878
20 8 -40 -3.8400716897e-07 0.000364606304044 0.00017849070717
21 8 -40 -1.8086217848e-07 0.000364413981785 0.000178632498565
22 8 -40 -2.510745413e-08 0.000364288054597 0.0001787081325
23 8 -40 1.07747312945e-07 0.000364213258641 0.000178726918228
24 8 -40 2.36855716012e-07 0.00036419361881 0.000178697475656
25 8 -40 3.73463375808e-07 0.000364237854033 0.000178625594517
26 8 -40 5.24393420749e-07 0.000364348163271 0.000178509804244
27 8 -40 6.98215333853e-07 0.000364527585352 0.000178342145152
28 8 -40 9.09252880966e-07 0.00036478752452 0.000178107284031
29 8 -40 1.17808441862e-06 0.000365144266969 0.00017778375978
30 8 -40 1.53318130631e-06 0.000365622986554 0.000177343572163
31 8 -40 2.01121394678e-06 0.000366263788732 0.000176748590691
32 8 -40 2.65856615629e-06 0.000367128554602 0.000175945805926
33 8 -40 3.54153499621e-06 0.000368290081742 0.000174858461244
34 8 -40 4.76915313785e-06 0.000369829700538 0.000173381188044
35 8 -40 6.52696045235e-06 0.000371857975615 0.000171383140006
36 8 -40 9.11033595742e-06 0.000374555268438 0.000168728891809
37 8 -40 1.28954079227e-05 0.000378244937686 0.000165325072386
38 8 -40 1.83107473562e-05 0.000383280946464 0.000160993441381
39 8 -40 2.58407326227e-05 0.00037921968411 0.000152935878347
40 8 -40 3.29736553504e-05 0.000334459664881 0.000134626538017
-40 9 -40 4.51323583521e-05 -0.00033404185192 -0.00016125047009
-39 9 -40 3.43500252648e-05 -0.00038129567751 -0.00018417239368
-38 9 -40 2.47521498412e-05 -0.00038036619066 -0.00019276482906
-37 9 -40 1.72737975891e-05 -0.00037507508995 -0.00019871297745
-36 9 -40 1.21988238976e-05 -0.00037134360767 -0.00020338422528
-35 9 -40 8.82475197324e-06 -0.00036858683122 -0.00020690645339
-34 9 -40 6.52014834505e-06 -0.00036646842335 -0.00020946889838
-33 9 -40 4.8759147654e-06 -0.00036484042197 -0.00021131073498
-32 9 -40 3.6595524168e-06 -0.00036363604646 -0.00021264370987
-31 9 -40 2.75148635093e-06 -0.00036275629729 -0.00021362543158
-30 9 -40 2.08388203427e-06 -0.00036210205617 -0.00021435417268
-29 9 -40 1.59197274626e-06 -0.00036160805654 -0.00021489198456
-28 9 -40 1.2163520464e-06 -0.00036122646456 -0.00021527981446
-27 9 -40 9.17297641801e-07 -0.00036095732198 -0.0002155575036
-26 9 -40 6.68905210406e-07 -0.00036077574347 -0.00021575245714
-25 9 -40 4.50231802125e-07 -0.00036065759341 -0.00021588565181
-24 9 -40 2.45080072963e-07 -0.00036061047455 -0.00021597687357
-23 9 -40 5.3764308173e-08 -0.00036065355432 -0.00021602000599
-22 9 -40 -1.2797973265e-07 -0.00036075853687 -0.00021600083323
-21 9 -40 -3.3544039455e-07 -0.00036089265821 -0.00021590112604
-20 9 -40 -6.175956983e-07 -0.00036107799063 -0.00021571047732
-19 9 -40 -1.0107666137e-06 -0.00036137390422 -0.00021542452588
-18 9 -40 -1.5390129415e-06 -0.0003618243258 -0.00021502056735
-17 9 -40 -2.237487562e-06 -0.00036247083415 -0.00021445889787
-16 9 -40 -3.1649414989e-06 -0.00036335037141 -0.00021368681431
-15 9 -40 -4.4039579886e-06 -0.00036454139141 -0.00021262845526
-14 9 -40 -6.0701858364e-06 -0.00036616158754 -0.00021117614838
-13 9 -40 -8.3349315287e-06 -0.00036835679778 -0.00020916305698
-12 9 -40 -1.1480013801e-05 -0.00037130991091 -0.00020636517529
-11 9 -40 -1.5970093061e-05 -0.00037527352131 -0.00020254099577
-10 9 -40 -2.2537786049e-05 -0.00038070388609 -0.00019750958616
-9 9 -40 -3.1915945392e-05 -0.00038793752779 -0.00019091555728
-8 9 -40 -4.2794868199e-05 -0.00036191103115 -0.00017427952377
-7 9 -40 -5.2390926244e-05 -0.00030482295536 -0.000146422972
-6 9 -40 -5.8827547077e-05 -0.0002515101359 -0.00011975737322
-5 9 -40 -6.3553616965e-05 -0.00020184231032 -9.5383855192e-05
-4 9 -40 0 0 0
-3 9 -40 0 0 0
-2 9 -40 0 0 0
-1 9 -40 0 0 0
0 9 -40 0 0 0
1 9 -40 0 0 0
2 9 -40 0 0 0
3 9 -40 0 0 0
4 9 -40 0 0 0
5 9 -40 -6.3553616965e-05 0.000201842310319 9.53838551917e-05
6 9 -40 -5.8827547077e-05 0.000251510135895 0.000119757373219
7 9 -40 -5.2390926244e-05 0.000304822955356 0.000146422971998
8 9 -40 -4.2794868199e-05 0.000361911031149 0.000174279523767
9 9 -40 -3.1915945392e-05 0.000387937527787 0.000190915557277
10 9 -40 -2.2537786049e-05 0.000380703886088 0.000197509586156
11 9 -40 -1.5970093061e-05 0.000375273521311 0.000202540995769
12 9 -40 -1.1480013801e-05 0.000371309910913 0.000206365175286
13 9 -40 -8.3349315287e-06 0.000368356797776 0.000209163056981
14 9 -40 -6.0701858364e-06 0.000366161587539 0.000211176148381
15 9 -40 -4.4039579886e-06 0.000364541391407 0.00021262845526
16 9 -40 -3.1649414989e-06 0.00036335037141 0.000213686814311
17 9 -40 -2.237487562e-06 0.000362470834149 0.000214458897868
18 9 -40 -1.5390129415e-06 0.000361824325798 0.000215020567354
19 9 -40 -1.0107666137e-06 0.000361373904218 0.000215424525884
20 9 -40 -6.175956983e-07 0.000361077990627 0.000215710477319
21 9 -40 -3.3544039455e-07 0.000360892658205 0.000215901126044
22 9 -40 -1.2797973265e-07 0.000360758536867 0.000216000833229
23 9 -40 5.3764308173e-08 0.00036065355432 0.000216020005986
24 9 -40 2.45080072963e-07 0.000360610474554 0.000215976873574
25 9 -40 4.50231802125e-07 0.000360657593414 0.000215885651812
26 9 -40 6.68905210406e-07 0.000360775743469 0.000215752457144
27 9 -40 9.17297641801e-07 0.000360957321976 0.000215557503596
28 9 -40 1.2163520464e-06 0.000361226464561 0.000215279814461
29 9 -40 1.59197274626e-06 0.000361608056545 0.000214891984558
30 9 -40 2.08388203427e-06 0.000362102056168 0.000214354172676
31 9 -40 2.75148635093e-06 0.000362756297294 0.00021362543158
32 9 -40 3.6595524168e-06 0.00036363604646 0.000212643709875
33 9 -40 4.8759147654e-06 0.000364840421968 0.000211310734983
34 9 -40 6.52014834505e-06 0.000366468423352 0.000209468898383
35 9 -40 8.82475197324e-06 0.000368586831225 0.000206906453386
36 9 -40 1.21988238976e-05 0.000371343607672 0.00020338422528
37 9 -40 1.72737975891e-05 0.000375075089949 0.000198712977453
38 9 -40 2.47521498412e-05 0.000380366190656 0.000192764829057
39 9 -40 3.43500252648e-05 0.000381295677508 0.000184172393682
40 9 -40 4.51323583521e-05 0.000334041851919 0.000161250470089
-40 10 -40 5.8934025125e-05 -0.00032617238513 -0.00019075289516
-39 10 -40 4.46205905894e-05 -0.00036743474695 -0.0002164755241
-38 10 -40 3.14035639797e-05 -0.00036828544947 -0.00022992884019
-37 10 -40 2.16188403665e-05 -0.00036276285405 -0.00023840263233
-36 10 -40 1.52485873662e-05 -0.00035901703636 -0.00024476987324
-35 10 -40 1.11420594441e-05 -0.00035620008727 -0.00024935967794
-34 10 -40 8.3286193679e-06 -0.00035397841284 -0.00025255070141
-33 10 -40 6.2373711741e-06 -0.00035240103596 -0.00025475720349
-32 10 -40 4.6416238022e-06 -0.00035124305401 -0.00025633142406
-31 10 -40 3.47348451054e-06 -0.00035039294385 -0.00025752811888
-30 10 -40 2.62974269825e-06 -0.00034978062211 -0.00025845063901
-29 10 -40 2.01659562521e-06 -0.00034927907042 -0.00025909384313
-28 10 -40 1.53450203192e-06 -0.00034891552134 -0.00025954427387
-27 10 -40 1.13113705556e-06 -0.00034862040942 -0.00025987073629
-26 10 -40 8.14816989518e-07 -0.00034848370256 -0.00026010846321
-25 10 -40 5.35002228926e-07 -0.00034838465175 -0.00026025431853
-24 10 -40 2.42546790043e-07 -0.00034831245701 -0.00026033601101
-23 10 -40 -3.200427304e-08 -0.00034832549019 -0.00026044877994
-22 10 -40 -2.5005330892e-07 -0.00034847805823 -0.00026047769841
-21 10 -40 -4.7825835757e-07 -0.0003486425191 -0.00026032736252
-20 10 -40 -8.3436095152e-07 -0.00034878920526 -0.00026005525251
-19 10 -40 -1.3635652859e-06 -0.00034902772088 -0.00025969138638
-18 10 -40 -2.0711306896e-06 -0.00034953022715 -0.00025920064714
